codeswitch_sentence,languages
لها تاثير على على foodics وعشان كذا انا,Saudi-English
معروف اء فا مطاعم وكل هذولي ترا كان عندهم يعني فارس كان عنده par برضو system كبير جدا مشتريه,Saudi-English
اء شوبك كان عنده micros,Saudi-English
احنا بعنا لبرقرايزر و ncr ليش ما ابيع ل لباقي الناس يعني this is a,Saudi-English
موجود وهذولي هم العملاء اللي خدمتهم انت الى جاء الفين وسبعطعش صار فيه proof,Saudi-English
مرحلة مهمة صح اللي هي مرحلة اول round ايه انت طبعا يعني,Saudi-English
قاعد تحاول تبيع على عمر المجدوعي قام هو باشتراك ايه ايه و literally يعني ايش ايش اللي صار,Saudi-English
ابدا ما كنت عندي فال plan,Saudi-English
وفعلا قال يلا demo day,Saudi-English
ثلاثة كانوا مهتمين اء جدولنا معاهم ورحت لهم الثلاثة نفس الشيء eight to twenty,Saudi-English
يعني باقي يعني انا ابغى اكبر ما فاكست سويت block لاي شيء واحد يقول لي invester فا فيوم,Saudi-English
اللي اللي جاني عشان ابيع له ال application ايه انا سويت له application راعي القهوة وما هون اختفى ايه,Saudi-English
عندي اللي ال coffee كان عمر المجدوعي عنده المجدوعي عندهم الليوان قهوة مشهورة وكبيرة فالشرقية,Saudi-English
قلت وهذا افضل model زي starbucks ابيع له الفكرة ال application ايه انا رحت له,Saudi-English
هنا اللي انا تعرفت تعرفت عليه وقلت له انا عندي application loyalty و points وتطلب لكل فروع الليوان اللي عندك,Saudi-English
اء امم مو هو اللي ردني بس ال team اللي عنده قال you know مش مهتمين اليوم وهذا,Saudi-English
وعطاني comments اء اشتغل عليها وكذا,Saudi-English
و وشركات ضخمة وكبيرة و microsoft يا ابني انت شاطر وكذا روح ذاكر قلت له ان شاءالله will consider,Saudi-English
بعد محمد اثر ان عمر كان يبيع الخبز ال bun لمحمد,Saudi-English
هو ذكر لي اسمه محمد رحت قلت wow عمر عمر سنة رحت له المرة الثانية هذا عام كم,Saudi-English
المشروع ما ابيع لك applications انا ابيع لك نظام نظام ادارة مطعم وهالمطعم وانا,Saudi-English
و و ولا ابغى يعني i sell ثمانين بالمية من الشركة,Saudi-English
انا اذا باخ بدخل باخذ خمسة بالمي وش وش انا اضيف liabilities علي,Saudi-English
وكبر الشركة قلت له لحظة yeah this is i will reconsider يعني هذا شيء منطقي,Saudi-English
الصراحة مارجعت له يعني انا by by by خلنا نقول genes,Saudi-English
salesman بياع ولا اني لي فالاستثمار وال invesment وهذا فرحت صراحة ركزت بشغلي,Saudi-English
فالمكان الفلاني خل نتقابل قلت له ok رحت اتقابل معه,Saudi-English
عطاني introduction على ال startup وال entrepreneurship وال evaluations والتقييم وكذا وعطاني فعلا عرض,Saudi-English
فا we consider it فعلا صار ال transaction هذا اول استثمار اول استثمار,Saudi-English
جبنا فريق تسويق طورنا ال team اغلبها راحت ال team كبير ايوه حتى بال بال product يعني نقلنا على amazon,Saudi-English
وقتها سويتوا ال round الثاني ايوه هي وقتها ال round الثاني هذا له اس قصة يعني صراحة ليش يعني انا ما كن انا اثق في عمر,Saudi-English
احنا الان بنجهز على round كبير كم يا احمد نجم نجمع لك مليون ونص دولار,Saudi-English
اء مليون ونص هذي هي ال round هو الاستثمار الحقيقي,Saudi-English
و كان وقتها في rtf كان رياض رياض تقنية fund,Saudi-English
ok انا اول شيء ما يعني انا ما عمري تعاملت مع محامي,Saudi-English
اء ايش اللي فرق في هذي اجل ليش عينت محامي ايه عينت محامي لانه اء ال round كبير وصراحة نصحني عمر,Saudi-English
و فا اللغة ok طبعا انا,Saudi-English
يعني المحاماة صعبة يعني ال legal english language كم ايه تخوف صح,Saudi-English
تسوي استثمار جريء الا يمكن foodics وكم شركة,Saudi-English
والتقييم ال المعتمد على ال forecasting,Saudi-English
وهذا prerequisite كان يعني مثلا ال fund,Saudi-English
pvi كانت والسبب ان النظام,Saudi-English
انه ok عشان ال transactions كيف يكون فيه term sheet وفيه shareholder agreement ال term sheet,Saudi-English
جبت المحامي وجبت محاميه وجلسنا ف coffee shop اذكر في دبي كنا كان فيه مؤتمر هناك,Saudi-English
وخلصنا ال deal هناك,Saudi-English
بعد ما خلصنا ال deal قلت تعال يا هناك,Saudi-English
نكمل على نفس ال term sheet اللي اتفقنا عليه,Saudi-English
نكمله على shareholder agreement وفعلا وقعناه يعني الحمدلله ما طولنا كم قفلتوا ال round,Saudi-English
اء بدينا بمليون ونص بس الحمدلله صار فيه oversubscription لل لل round وصلنا لاربعة مليون,Saudi-English
اء دولار اربعة مليون دولار yes طلب زايد من من المستثمرين اللي موجودين بقيادة بقيادة رائد و rtf,Saudi-English
rtf اء وش كانت اهداف استخدامات هذي الجولة,Saudi-English
اللي كانت بالفين وسبعطعش ايه الفين وسبعطعش طبعا اهم شيء كانت اني انا ابغى اخلي الشركة كبيرة يعني to look like its a corporate,Saudi-English
وابدا to hunt ال ال enterprise واروح للشركات الكبيرة اقولهم ترا انا,Saudi-English
اء لي وجه اني اقابلك و و ابيع لك المنتج يا enterprise يا شركة كبيرة,Saudi-English
وفعلا امم مين اول enterprise ايوه اء شركة مطعم اسمه,Saudi-English
اء اء steakhouse و piatto و الفيصلية الفيصلية ايه,Saudi-English
اء انا عامل ال round وانا عندي هالشركة طبعا الحمدلله كان عندي,Saudi-English
خلنا نقول كنت already رايح لهم قبل ال round وكان عندهم هال consider انه شركة صغيرة ليش انا الفيصلية,Saudi-English
يعني اوقع مع شركة صغيرة اء foodics و,Saudi-English
قلت له تعال ابغاك تكون my partner طبعا partner ل deal واحد بس نبغى هال deal,Saudi-English
وفعلا جبته قلت له تعال انا ابغى عيونه زرق عيونه زرق بس هذا الهدف literally وجبته معاي الاجتماع,Saudi-English
فقلت له انا سعودي ال reseller الوكيل,Saudi-English
وكيل ل foodics وهذا هو اء من اصل المنشا الشركة الامريكية foodics,Saudi-English
اء pitched وصراحة اغلب ال pitching انا اللي اسوي ال pitching,Saudi-English
فالحمدلله يعني we اخذت ال deal اخذت ال deal yes هذا كان اول,Saudi-English
deal مع هذا اول مع enterprise ايه مع enterprise والحمد لله يعني علاقتنا قوية جدا اء الفين وثمانطعش صار يمكن حدثين مهمة ايه,Saudi-English
